9,991
10,990
18,982
7,993
18,982
15,985
9,991
13,987
11,989
3,997
3,997
7,993
6,994
6,994
4,996
5,995
3,997
9,991
6,994
4,996
4,996
4,996
5,995
5,995
11,989
6,994
7,993
4,996
1,999
4,996
4,996
4,996
0,1000
3,997
5,995
6,994
7,993
7,993
4,996
3,997
5,995
6,994
4,996
5,995
5,995
4,996
2,998
5,995
8,992
6,994
8,992
5,995
6,994
3,997
5,995
1,999
5,995
5,995
7,993
2,998
4,996
4,996
5,995
5,995
3,997
8,992
5,995
5,995
3,997
8,992
4,996
5,995
8,992
4,996
7,993
8,992
4,996
4,996
9,991
4,996
5,995
5,995
4,996
0,1000
5,995
3,997
7,993
3,997
5,995
0,1000
1,999
11,989
6,994
5,995
4,996
4,996
7,993
4,996
10,990
7,993
8,992
4,996
8,992
6,994
6,994
2,998
5,995
7,993
3,997
2,998
8,992
5,995
2,998
8,992
7,993
5,995
5,995
4,996
6,994
2,998
9,991
4,996
3,997
2,998
3,997
7,993
4,996
4,996
7,993
5,995
7,993
6,994
3,997
2,998
5,995
5,995
10,990
0,1000
2,998
6,994
6,994
10,990
8,992
7,993
3,997
8,992
4,996
4,996
9,991
2,998
5,995
10,990
1,999
3,997
5,995
9,991
9,991
3,997
3,997
3,997
5,995
7,993
7,993
7,993
2,998
2,998
3,997
3,997
6,994
3,997
4,996
7,993
4,996
6,994
7,993
8,992
3,997
5,995
9,991
3,997
7,993
1,999
8,992
3,997
1,999
4,996
7,993
8,992
5,995
2,998
6,994
8,992
13,987
4,996
7,993
6,994
6,994
7,993
0,1000
5,995
2,998
2,998
9,991
5,995
7,993
6,994
7,993
6,994
6,994
7,993
1,999
2,998
8,992
5,995
7,993
3,997
5,995
8,992
4,996
4,996
2,998
3,997
5,995
4,996
7,993
6,994
6,994
5,995
8,992
7,993
3,997
5,995
2,998
4,996
7,993
4,996
4,996
2,998
4,996
6,994
1,999
3,997
6,994
8,992
4,996
4,996
4,996
5,995
2,998
5,995
2,998
4,996
3,997
4,996
7,993
3,997
7,993
1,999
10,990
6,994
7,993
15,985
3,997
6,994
0,1000
6,994
7,993
6,994
9,991
6,994
5,995
5,995
7,993
7,993
9,991
0,1000
6,994
7,993
4,996
3,997
7,993
10,990
3,997
7,993
5,995
3,997
6,994
3,997
4,996
9,991
8,992
9,991
9,991
8,992
4,996
12,988
10,990
10,990
6,994
11,989
4,996
7,993
11,989
7,993
4,996
9,991
4,996
9,991
11,989
9,991
9,991
12,988
9,991
6,994
7,993
5,995
10,990
3,997
2,998
5,995
6,994
4,996
9,991
4,996
8,992
6,994
3,997
4,996
4,996
8,992
5,995
7,993
4,996
9,991
5,995
7,993
5,995
7,993
4,996
5,995
7,993
7,993
7,993
7,993
2,998
8,992
4,996
10,990
4,996
4,996
9,991
2,998
7,993
8,992
6,994
9,991
8,992
8,992
5,995
12,988
10,990
15,985
6,994
9,991
5,995
7,993
10,990
8,992
9,991
9,991
6,994
10,990
5,995
10,990
4,996
4,996
8,992
9,991
5,995
6,994
