12,988
7,993
121,879
25,975
9,991
5,995
7,993
2,998
1,999
197,803
18,982
26,974
5,995
5,995
5,995
4,996
6,994
304,696
272,728
5,995
48,952
39,961
3,997
10,990
28,972
4,996
23,977
2,998
1,999
4,996
5,995
5,995
4,996
2,998
4,996
2,998
4,996
7,993
5,995
9,991
5,995
4,996
4,996
4,996
4,996
4,996
3,997
6,994
6,994
7,993
6,994
5,995
3,997
2,998
4,996
5,995
7,993
6,994
7,993
3,997
10,990
4,996
11,989
6,994
7,993
7,993
10,990
6,994
4,996
5,995
4,996
5,995
3,997
6,994
1,999
5,995
8,992
7,993
3,997
7,993
5,995
3,997
4,996
6,994
6,994
5,995
1,999
5,995
4,996
5,995
6,994
5,995
7,993
4,996
3,997
8,992
5,995
8,992
2,998
4,996
4,996
3,997
6,994
2,998
3,997
6,994
6,994
9,991
1,999
8,992
3,997
8,992
4,996
10,990
1,999
5,995
6,994
5,995
14,986
6,994
10,990
7,993
2,998
6,994
6,994
5,995
5,995
7,993
3,997
5,995
6,994
10,990
1,999
6,994
3,997
3,997
6,994
6,994
4,996
8,992
4,996
5,995
8,992
7,993
5,995
7,993
7,993
7,993
4,996
1,999
6,994
7,993
4,996
7,993
6,994
6,994
4,996
6,994
4,996
2,998
7,993
5,995
8,992
7,993
5,995
7,993
4,996
5,995
5,995
4,996
5,995
7,993
10,990
12,988
2,998
2,998
7,993
4,996
6,994
6,994
4,996
9,991
5,995
9,991
3,997
5,995
8,992
6,994
6,994
6,994
5,995
6,994
4,996
5,995
4,996
10,990
5,995
7,993
6,994
3,997
2,998
10,990
5,995
7,993
5,995
3,997
7,993
7,993
9,991
5,995
9,991
4,996
6,994
6,994
9,991
6,994
2,998
6,994
3,997
5,995
7,993
6,994
4,996
6,994
2,998
7,993
3,997
3,997
7,993
6,994
1,999
4,996
6,994
6,994
5,995
5,995
5,995
3,997
2,998
10,990
6,994
3,997
6,994
4,996
9,991
14,986
6,994
8,992
5,995
9,991
4,996
5,995
7,993
6,994
6,994
5,995
10,990
2,998
7,993
5,995
5,995
4,996
4,996
3,997
6,994
1,999
9,991
2,998
4,996
7,993
2,998
5,995
3,997
2,998
5,995
5,995
2,998
4,996
10,990
14,986
4,996
3,997
2,998
9,991
7,993
10,990
5,995
4,996
12,988
9,991
3,997
5,995
10,990
2,998
7,993
8,992
4,996
1,999
6,994
5,995
5,995
3,997
4,996
6,994
3,997
9,991
10,990
8,992
5,995
2,998
4,996
6,994
6,994
8,992
14,986
10,990
13,987
6,994
9,991
8,992
8,992
8,992
6,994
7,993
7,993
15,985
6,994
7,993
2,998
2,998
8,992
10,990
9,991
7,993
5,995
5,995
3,997
10,990
3,997
2,998
1,999
7,993
3,997
3,997
2,998
5,995
9,991
4,996
7,993
3,997
10,990
4,996
5,995
10,990
5,995
6,994
6,994
3,997
6,994
9,991
7,993
4,996
1,999
6,994
7,993
10,990
6,994
3,997
5,995
2,998
9,991
4,996
3,997
3,997
9,991
9,991
4,996
5,995
9,991
4,996
1,999
0,1000
9,991
13,987
6,994
4,996
8,992
3,997
8,992
11,989
5,995
7,993
2,998
4,996
6,994
2,998
14,986
5,995
5,995
9,991
8,992
6,994
5,995
5,995
5,995
10,990
7,993
4,996
3,997
4,996
4,996
4,996
4,996
5,995
8,992
7,993
10,990
9,991
3,997
6,994
6,994
2,998
4,996
5,995
5,995
7,993
7,993
5,995
5,995
3,997
6,994
10,990
4,996
4,996
2,998
4,996
9,991
2,998
2,998
4,996
4,996
5,995
3,997
6,994
6,994
5,995
8,992
3,997
10,990
5,995
2,998
7,993
5,995
3,997
5,995
5,995
4,996
9,991
5,995
4,996
5,995
2,998
5,995
4,996
4,996
6,994
6,994
7,993
3,997
8,992
3,997
0,1000
5,995
7,993
8,992
5,995
6,994
7,993
7,993
11,989
9,991
3,997
9,991
1,999
6,994
6,994
3,997
2,998
5,995
4,996
5,995
6,994
4,996
6,994
12,988
5,995
7,993
13,987
7,993
7,993
7,993
7,993
4,996
9,991
9,991
10,990
7,993
7,993
4,996
4,996
7,993
4,996
8,992
5,995
5,995
4,996
13,987
7,993
7,993
8,992
8,992
5,995
4,996
3,997
1,999
8,992
5,995
5,995
11,989
4,996
5,995
4,996
9,991
7,993
5,995
4,996
8,992
6,994
5,995
4,996
6,994
6,994
5,995
3,997
3,997
8,992
6,994
5,995
6,994
6,994
1,999
3,997
5,995
5,995
7,993
9,991
5,995
3,997
3,997
4,996
4,996
8,992
4,996
6,994
5,995
9,991
4,996
2,998
10,990
5,995
6,994
7,993
4,996
4,996
5,995
3,997
3,997
2,998
3,997
9,991
5,995
4,996
6,994
5,995
6,994
9,991
4,996
2,998
3,997
6,994
4,996
3,997
2,998
5,995
5,995
16,984
6,994
5,995
6,994
2,998
1,999
5,995
5,995
4,996
2,998
4,996
7,993
5,995
4,996
2,998
5,995
2,998
4,996
3,997
3,997
4,996
3,997
5,995
6,994
5,995
3,997
6,994
5,995
4,996
4,996
4,996
3,997
7,993
3,997
2,998
7,993
4,996
3,997
5,995
1,999
3,997
3,997
3,997
5,995
5,995
2,998
3,997
5,995
5,995
5,995
7,993
5,995
5,995
7,993
5,995
3,997
6,994
4,996
2,998
3,997
7,993
4,996
4,996
6,994
6,994
4,996
4,996
6,994
1,999
6,994
5,995
4,996
4,996
7,993
6,994
2,998
3,997
3,997
3,997
4,996
2,998
4,996
6,994
6,994
4,996
6,994
2,998
1,999
4,996
7,993
2,998
6,994
5,995
3,997
3,997
6,994
6,994
6,994
6,994
10,990
5,995
4,996
3,997
7,993
4,996
6,994
10,990
6,994
6,994
7,993
5,995
10,990
4,996
6,994
5,995
8,992
6,994
5,995
7,993
7,993
4,996
5,995
6,994
7,993
7,993
6,994
8,992
5,995
6,994
6,994
3,997
8,992
6,994
7,993
6,994
7,993
3,997
3,997
2,998
8,992
8,992
5,995
2,998
1,999
7,993
2,998
6,994
3,997
8,992
7,993
4,996
6,994
4,996
4,996
8,992
7,993
4,996
8,992
6,994
5,995
3,997
3,997
8,992
2,998
5,995
4,996
3,997
7,993
4,996
3,997
2,998
3,997
7,993
6,994
3,997
2,998
3,997
3,997
7,993
4,996
7,993
3,997
1,999
5,995
6,994
3,997
3,997
6,994
2,998
5,995
6,994
7,993
1,999
8,992
3,997
5,995
4,996
4,996
2,998
2,998
7,993
5,995
11,989
5,995
2,998
5,995
11,989
6,994
7,993
7,993
4,996
5,995
8,992
2,998
4,996
6,994
4,996
5,995
6,994
8,992
11,989
6,994
5,995
6,994
8,992
3,997
7,993
4,996
4,996
5,995
11,989
9,991
5,995
4,996
6,994
6,994
3,997
2,998
9,991
5,995
2,998
5,995
4,996
8,992
7,993
10,990
4,996
4,996
3,997
8,992
5,995
4,996
4,996
5,995
11,989
6,994
4,996
10,990
10,990
1,999
1,999
4,996
1,999
3,997
6,994
6,994
7,993
5,995
8,992
2,998
4,996
9,991
8,992
8,992
14,986
9,991
5,995
4,996
4,996
2,998
4,996
7,993
5,995
6,994
4,996
8,992
9,991
6,994
6,994
9,991
11,989
2,998
5,995
8,992
4,996
4,996
4,996
5,995
4,996
10,990
1,999
8,992
5,995
7,993
6,994
2,998
6,994
3,997
5,995
7,993
11,989
2,998
3,997
4,996
4,996
4,996
6,994
7,993
11,989
8,992
5,995
13,987
1,999
9,991
6,994
2,998
2,998
5,995
8,992
3,997
1,999
6,994
4,996
5,995
5,995
4,996
3,997
5,995
6,994
2,998
9,991
1,999
3,997
8,992
3,997
4,996
8,992
8,992
4,996
4,996
5,995
3,997
3,997
10,990
3,997
4,996
3,997
5,995
4,996
2,998
6,994
7,993
9,991
5,995
7,993
4,996
5,995
2,998
2,998
4,996
5,995
6,994
6,994
3,997
6,994
5,995
5,995
5,995
6,994
9,991
11,989
7,993
8,992
4,996
4,996
3,997
7,993
4,996
3,997
7,993
8,992
6,994
3,997
4,996
8,992
3,997
4,996
6,994
2,998
2,998
4,996
2,998
3,997
4,996
2,998
